alt,a1_url,a1_text,a2_url,a2_text,filepath,description,category,embedding,s3_image_url
37 hour week,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/37-hour-week.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/37-hour-week-1.png,Download (Outside the Box),./images/37-hour-week.png,"The image shows the words '37 hours a week' in bold, black letters. Below this are images of a calendar and a clock. The calendar shows a week's schedule, with Monday to Friday marked green and checked off. The clock reads 4:45. The image is promoting a 37-hour work week.",Work/Employment,"[ 0.02989113 -0.00984623 -0.02298185 ... -0.03920383 -0.0212842
 -0.03911633]",https://easyread-app.s3.amazonaws.com/images/37-hour-week_2dcc182dc30949328f682875aa59ab55.png
4.00pm,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/04/4.00pm.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/04/4.00pm-1.png,Download (Outside the Box),./images/4.00pm.png,"A visual clock depicts the time '4:00 PM' with a straightforward design. The clock face is white with a black outline and a yellow border, featuring black numerals 1 through 12. The hour hand points directly to '4', while the minute hand is aligned with '12'. Above the clock, the time is explicitly written as '4.00pm' in large, bold black letters, ensuring clear readability. The image is framed by a thick black border.",Time and Schedules,"[ 0.03256959  0.00866512  0.00043863 ... -0.02603085 -0.04008686
 -0.00886466]",https://easyread-app.s3.amazonaws.com/images/4.00pm_dcab7002bdd54a2abaab1596c352a617.png
4.30,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/01/4.30.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/01/4.30.jpg,Download (Outside the Box),./images/4.30.png,A clock face shows the time as 4:30. The number '4.30' is written above the clock.,time,"[ 0.02010099  0.00669063 -0.02710019 ...  0.00385052 -0.01652961
 -0.02363182]",https://easyread-app.s3.amazonaws.com/images/4.30_111b8de1a3f84586a7cff06311903ad3.png
4 hours,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/4-hours.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/4-hours.png,Download (Outside the Box),./images/4-hours.png,,,,https://easyread-app.s3.amazonaws.com/images/4-hours_98a67318d8ea4b7fa2ac640a87c46cbd.png
4 weeks,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/4-weeks.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/4-weeks.png,Download (Outside the Box),./images/4-weeks.png,"The image shows a calendar with the title ""4 weeks"" at the top. Below the title is a typical calendar grid, listing the days of the week as 'sat', 'sun', 'mon', 'tues', 'wed', 'thur', and 'fri'. Most of the calendar days have a green checkmark inside their box, indicating that something was completed on those days. However, a few days at the end of the fourth week are left unchecked.",object,"[ 0.03866027  0.00065013 -0.03271525 ... -0.03092512 -0.03060305
 -0.04622155]",https://easyread-app.s3.amazonaws.com/images/4-weeks_f1193269b3204531a9c22c7a22af7227.png
5.00 o clock,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/5.00-o-clock.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/5.00-o-clock.png,Download (Outside the Box),./images/5.00-o-clock.png,"The image shows a clock with a yellow rim on a white background, inside a black frame. The clock face displays the time as 5:00, with the hour hand pointing at the 5 and the minute hand at the 12. Above the clock, in bold, black text, it reads ""5.00 o'clock"".",Time and Clocks,"[ 0.03457075  0.00526339 -0.02542527 ... -0.0215045  -0.040631
 -0.03050677]",https://easyread-app.s3.amazonaws.com/images/5.00-o-clock_05e308bc69fe4ea9933c60a07786370a.png
5 a day,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/5-a-day.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/5-a-day.png,Download (Outside the Box),./images/5-a-day.png,"A colorful illustration about the ""5 a day"" recommendation for fruits and vegetables. The image features the text ""5 a day"" at the top, followed by a black arrow in a circular shape. Inside the circle are images of fruits and vegetables, including peppers (red, yellow, and green), peas, an apple, a banana, and cauliflower. The image is bordered by a black line against a white background.",Health and Nutrition,"[ 0.02352506 -0.00151743 -0.03176025 ... -0.00983294 -0.03310494
 -0.01074969]",https://easyread-app.s3.amazonaws.com/images/5-a-day_270fa3d3a11c4a469febfdac20e58da2.png
5 minutes,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/5-minutes.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/5-minutes.png,Download (Outside the Box),./images/5-minutes.png,"A square image with a white background and a black border features a clock face. The clock has black numbers and a yellow border. The hands are pointing to 12 and 1. Above the clock are the words ""5 minutes"" in large, bold black letters. A grey shaded area extends from the 12 to the 1 on the clock face, with the words ""5 minutes"" written in green above it, accompanied by green arrows indicating the direction of the time.",Time & Scheduling,"[ 0.03457226 -0.00386725 -0.0399293  ... -0.00280135 -0.01599354
 -0.02377465]",https://easyread-app.s3.amazonaws.com/images/5-minutes_d99463f8956349878bd4457c471ec7ed.png
5 pounds,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/5-pounds.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/5-pounds.png,Download (Outside the Box),./images/5-pounds.png,"The image displays a 5-pound note with the words '5 pounds' written in large, bold, black font above it. The background is white with a black border. The note itself is stylized and colorful. It features the words 'Bank of England' and 'Five pounds' written in cursive script. There are illustrations of Queen Elizabeth II in different styles, as well as a crown and other decorative elements. The note has a teal background with blue and green accents, and a yellow vertical stripe near the left side.",Illustration,"[ 0.03418602 -0.01200043 -0.03984542 ... -0.00307121 -0.00878448
 -0.0377161 ]",https://easyread-app.s3.amazonaws.com/images/5-pounds_37c34f317ee5445d9f46c908da3174fa.png
5 woodland square V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/5-woodland-square-V2.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/5-woodland-square-V2.png,Download (Outside the Box),./images/5-woodland-square-V2.png,"The image depicts a colorful sign for ""5 Woodland Square"". The sign has a white background framed by a black border. At the top, in large black text, it reads ""5 woodland"" on one line and ""square"" on the line below. Beneath the text is a cartoon-style drawing of a house, made of bricks and windows. The house has a black roof with a light blue trim along its lower edge. The door is bright red. The number 5 is displayed in the window, and the door is to the right of the windows.",Sign,"[ 0.04376466 -0.00681108 -0.03157153 ... -0.02311734 -0.04802724
 -0.00451328]",https://easyread-app.s3.amazonaws.com/images/5-woodland-square-V2_7d94b8c48798462c8dfdcb39c9bce20f.png
5 woodland square V3,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/5-woodland-square-V3.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/5-woodland-square-V3.png,Download (Outside the Box),./images/5-woodland-square-V3.png,"The image is a symbol for ""5 woodland square V3"". It features a square with a black border. Inside the square is the text ""5 woodland square"" in large, bold black letters. Below the text is a simple cartoon drawing of a brick house with a black roof and blue trim. The house has a window with the number ""5"" on it, three blue windows, and a red door. To the right of the house, there's an oval shape containing cartoon figures of people, including one person in a wheelchair.",Signage,"[ 0.02562236 -0.01093129 -0.0251396  ... -0.02759317 -0.03607083
 -0.01748741]",https://easyread-app.s3.amazonaws.com/images/5-woodland-square-V3_959b8760effa4f09b4032dd26db7cf14.png
50 pence,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/50-pence.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/50-pence-1.png,Download (Outside the Box),./images/50-pence.png,,,,https://easyread-app.s3.amazonaws.com/images/50-pence_d0b4464efc854c468d4192d02c45de4e.png
6.00 o clock,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/6.00-o’clock.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/6.00-oclock.png,Download (Outside the Box),./images/6.00-o’clock.png,"The image shows a clock with the time set to 6:00. The background is white, and there's a bold black border around the whole image. Above the clock, the text ""6.00 o'clock"" is written in a large, bold font. The clock face is round with a bright yellow outline. The numbers 1 through 12 are arranged around the clock's face in a simple, clear font. The hour hand is pointing directly at the number 6, while the minute hand is pointing straight up at the number 12. Both hands are thick and black.",educational,"[ 0.04649617  0.00620383 -0.02185145 ... -0.01236017 -0.01192758
 -0.02577752]",https://easyread-app.s3.amazonaws.com/images/6.00-o’clock_e8ef15ef6ed248f9bbb63de03d5f7475.png
6.30,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/6.30.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/6.30.png,Download (Outside the Box),./images/6.30.png,"A square image with a white background, enclosed by a black border. Above a clock face is the text ""6.30"" in bold black font. The clock face is yellow outlined in black with black numerals for the hours, and the hands are black. The hour hand is pointing towards the 6, and the minute hand points towards the 6.",time,"[ 0.01573936  0.00592588 -0.04449286 ... -0.00682615 -0.02358224
 -0.01792347]",https://easyread-app.s3.amazonaws.com/images/6.30_d4e4e1bdeb8c4d56a21e6546d35319b4.png
6 months,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/6-months.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/6-months.png,Download (Outside the Box),./images/6-months.png,"A colorful cartoon calendar shows the months of the year with the words ""6 months"" written on top. Six of the months - April, May, June, July, August, and September - are circled in green.",Illustration,"[ 0.04618026  0.01829949 -0.02985193 ... -0.01167052 -0.02475527
 -0.01685531]",https://easyread-app.s3.amazonaws.com/images/6-months_33165fffaf414a7a8c0459b3a4320861.png
6 weeks,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/08/6-weeks.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/08/6-weeksu.png,Download (Outside the Box),./images/6-weeks.png,,,,https://easyread-app.s3.amazonaws.com/images/6-weeks_0a708df55cdb42e5a6e54d357e9a670e.png
65 and over,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/65-and-over.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/65-and-over-1.png,Download (Outside the Box),./images/65-and-over.png,"A cartoon-style image with the text ""65 and over"" in large, bold black letters at the top. Below the text, there are two cartoon figures of elderly people. On the left, a man with gray hair holds a walking stick. He wears a brown jacket and blue pants. Next to him, a woman with gray hair and glasses wears a long blue dress. The image has a white background and a thick black border.",Educational/Informational,"[ 0.02303676 -0.00844908 -0.02435818 ... -0.0276698  -0.01444758
 -0.02498548]",https://easyread-app.s3.amazonaws.com/images/65-and-over_347eb856ff26411185b8342de68d1364.png
65 and over,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2023/12/65-and-over-1-1.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2023/12/65-and-over-1.png,Download (Outside the Box),./images/65-and-over-1-1.png,"A cartoon drawing depicts an older man with gray hair and brown skin. He is shown standing and leaning on a brown cane with a black rubber tip. He's wearing a brown jacket, blue pants, and black shoes. He has a slightly smiling expression. The drawing has thick black outlines and a black border.",illustration,"[ 0.02470116  0.00570419 -0.01580078 ... -0.0371091  -0.02839611
 -0.01866635]",https://easyread-app.s3.amazonaws.com/images/65-and-over-1-1_c772b6f6e68e4a16bd6098dc4ecc539c.png
