alt,a1_url,a1_text,a2_url,a2_text,filepath,description,category,embedding
5 pounds,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/5-pounds.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/5-pounds.png,Download (Outside the Box),./images/5-pounds.png,"The image displays a 5-pound note with the words '5 pounds' written in large, bold, black font above it. The background is white with a black border. The note itself is stylized and colorful. It features the words 'Bank of England' and 'Five pounds' written in cursive script. There are illustrations of Queen Elizabeth II in different styles, as well as a crown and other decorative elements. The note has a teal background with blue and green accents, and a yellow vertical stripe near the left side.",Illustration,"[ 0.03418602 -0.01200043 -0.03984542 ... -0.00307121 -0.00878448
 -0.0377161 ]"
5 woodland square V2,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/5-woodland-square-V2.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/5-woodland-square-V2.png,Download (Outside the Box),./images/5-woodland-square-V2.png,"The image depicts a colorful sign for ""5 Woodland Square"". The sign has a white background framed by a black border. At the top, in large black text, it reads ""5 woodland"" on one line and ""square"" on the line below. Beneath the text is a cartoon-style drawing of a house, made of bricks and windows. The house has a black roof with a light blue trim along its lower edge. The door is bright red. The number 5 is displayed in the window, and the door is to the right of the windows.",Sign,"[ 0.04376466 -0.00681108 -0.03157153 ... -0.02311734 -0.04802724
 -0.00451328]"
5 woodland square V3,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/5-woodland-square-V3.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/5-woodland-square-V3.png,Download (Outside the Box),./images/5-woodland-square-V3.png,"The image is a symbol for ""5 woodland square V3"". It features a square with a black border. Inside the square is the text ""5 woodland square"" in large, bold black letters. Below the text is a simple cartoon drawing of a brick house with a black roof and blue trim. The house has a window with the number ""5"" on it, three blue windows, and a red door. To the right of the house, there's an oval shape containing cartoon figures of people, including one person in a wheelchair.",Signage,"[ 0.02562236 -0.01093129 -0.0251396  ... -0.02759317 -0.03607083
 -0.01748741]"
50 pence,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/50-pence.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/50-pence-1.png,Download (Outside the Box),./images/50-pence.png,,,
6.00 o clock,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/6.00-o’clock.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/6.00-oclock.png,Download (Outside the Box),./images/6.00-o’clock.png,"The image shows a clock with the time set to 6:00. The background is white, and there's a bold black border around the whole image. Above the clock, the text ""6.00 o'clock"" is written in a large, bold font. The clock face is round with a bright yellow outline. The numbers 1 through 12 are arranged around the clock's face in a simple, clear font. The hour hand is pointing directly at the number 6, while the minute hand is pointing straight up at the number 12. Both hands are thick and black.",educational,"[ 0.04649617  0.00620383 -0.02185145 ... -0.01236017 -0.01192758
 -0.02577752]"
6.30,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/6.30.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/6.30.png,Download (Outside the Box),./images/6.30.png,"A square image with a white background, enclosed by a black border. Above a clock face is the text ""6.30"" in bold black font. The clock face is yellow outlined in black with black numerals for the hours, and the hands are black. The hour hand is pointing towards the 6, and the minute hand points towards the 6.",time,"[ 0.01573936  0.00592588 -0.04449286 ... -0.00682615 -0.02358224
 -0.01792347]"
6 months,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/6-months.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/6-months.png,Download (Outside the Box),./images/6-months.png,"A colorful cartoon calendar shows the months of the year with the words ""6 months"" written on top. Six of the months - April, May, June, July, August, and September - are circled in green.",Illustration,"[ 0.04618026  0.01829949 -0.02985193 ... -0.01167052 -0.02475527
 -0.01685531]"
6 weeks,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/08/6-weeks.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/08/6-weeksu.png,Download (Outside the Box),./images/6-weeks.png,,,
65 and over,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/65-and-over.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/65-and-over-1.png,Download (Outside the Box),./images/65-and-over.png,"A cartoon-style image with the text ""65 and over"" in large, bold black letters at the top. Below the text, there are two cartoon figures of elderly people. On the left, a man with gray hair holds a walking stick. He wears a brown jacket and blue pants. Next to him, a woman with gray hair and glasses wears a long blue dress. The image has a white background and a thick black border.",Educational/Informational,"[ 0.02303676 -0.00844908 -0.02435818 ... -0.0276698  -0.01444758
 -0.02498548]"
65 and over,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2023/12/65-and-over-1-1.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2023/12/65-and-over-1.png,Download (Outside the Box),./images/65-and-over-1-1.png,"A cartoon drawing depicts an older man with gray hair and brown skin. He is shown standing and leaning on a brown cane with a black rubber tip. He's wearing a brown jacket, blue pants, and black shoes. He has a slightly smiling expression. The drawing has thick black outlines and a black border.",illustration,"[ 0.02470116  0.00570419 -0.01580078 ... -0.0371091  -0.02839611
 -0.01866635]"
7.00 o’clock,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/7.00-oclock.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/7.00-o’clock.png,Download (Outside the Box),./images/7.00-oclock.png,"A colorful clock illustration with a black frame. Above the clock, the text ""7.00 o'clock"" is written in large, bold, black letters. The clock face is white, with a thick yellow border. Black numerals from 1 to 12 indicate the hours. The hour hand points directly to the number 7, and the minute hand points straight up to the number 12, signifying the time is exactly 7 o'clock.",Education,"[ 0.04753105  0.00755922 -0.02254414 ... -0.01397697 -0.03159089
 -0.01814196]"
7.30,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/7.30.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/7.30.png,Download (Outside the Box),./images/7.30.png,"The image shows a clock with hands indicating 7:30. Above the clock, the text ""7.30"" is written in bold, black font. The clock face is white with black numerals. The hour hand points to the 7, and the minute hand points to the 6. The clock's border is yellow and set against a white background with a black border.",Time and Clocks,"[ 0.03046376 -0.00102446 -0.0319065  ... -0.0154187  -0.02310916
 -0.02322556]"
7 days,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/7-days.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/7-days.png,Download (Outside the Box),./images/7-days.png,"An image of a calendar with the words '7 days' at the top. The calendar shows a week, with each day (Saturday through Friday) having a box beneath it. The boxes for the first week are checked off with green checkmarks.  The image is designed to visually represent the concept of a week or a 7-day period.",Graphic,"[ 0.04690009 -0.00692264 -0.03486157 ... -0.02806005 -0.03507099
 -0.03614758]"
7 days before holiday,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/7-days-before-holiday.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/7-days-before-holiday.png,Download (Outside the Box),./images/7-days-before-holiday.png,"A cartoon image shows the phrase ""7 days before holiday"" in bold, black text at the top. Below, there's an airplane flying at an upward angle from left to right, and to the right of the airplane is a calendar with the heading ""week"" and days listed from Saturday to Friday. All days of the week have checkmarks. In the bottom-right of the image, a person with brown hair and a purple shirt is pointing at the calendar. Beside the person is a brown suitcase with a handle. The background is white with a black border.",illustration,"[ 0.04052253  0.01089279 -0.0264361  ... -0.02348299 -0.04109765
 -0.03804627]"
7 hours,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/7-hours-1.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/7-hours.png,Download (Outside the Box),./images/7-hours-1.png,,,
8.00 o clock,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/8.00-o-clock.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/8.00-o-clock.png,Download (Outside the Box),./images/8.00-o-clock.png,"A square image with a black border on a white background shows a simple analog clock with a yellow rim. The clock face is white with black numbers 1 through 12 indicating the hours. The hour hand points to the 8, and the minute hand points to the 12, displaying the time 8:00. Above the clock face, in large, bold black letters, is the text ""8.00 o'clock"".",Time,"[ 0.03989916  0.01610371 -0.0165603  ... -0.00020105 -0.04443849
 -0.02488402]"
8.00 pm,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/01/8.00-pm.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2019/04/8.00-pm.png,Download (Outside the Box),./images/8.00-pm.png,,,
8.30 am,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/04/8.30-am.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/04/8.30-am-1.png,Download (Outside the Box),./images/8.30-am.png,"A square image featuring a clock displaying the time 8:30 am. The clock face is white with black numerals and hands, set within a yellow and black circular frame. The image also includes the text ""8.30 am"" in bold black letters above the clock, all contained within a black border against a white background.",time,"[ 0.02198372  0.00152528 -0.02862383 ... -0.01256985 -0.01993763
 -0.026861  ]"
8.40 am,https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/04/8.40-am.png,Download (In the Box),https://www.learningdisabilityservice-leeds.nhs.uk/wp-content/uploads/2021/04/8.45-am-1.png,Download (Outside the Box),./images/8.40-am.png,"A clock displays the time. The hour hand points to 8, while the minute hand points to 40 minutes past the hour. The time is written above the clock as '8.40 am'. The clock has a yellow border and black numbers.",Time Telling,"[ 0.03824406 -0.00464926 -0.02850374 ... -0.01997802 -0.03120965
 -0.03612686]"
